fighter_name,height_cm,weight_pounds,reach_cm,stance,date_of_birth,f_wins,win_rate,f_losses,loss_rate,f_draws,draw_rate,f_dc_nc,dc_nc_rate,career_SLpM,career_StrAcc,career_SApM,career_StrDef,career_TD_Avg,career_TD_Acc,career_TD_Def,career_Sub_Avg
Asjabharan,167.64,135.0,,,1992-07-31,7,54,6,46,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Askar Askar,170.18,145.0,175.26,Orthodox,1994-08-19,11,92,1,8,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Askar Askarov,167.64,125.0,170.18,Orthodox,1992-10-09,14,88,1,6,1,6,0.0,0,3.05,54,2.8,57,2.6,24,66,0.4
Cyril Asker,182.88,247.0,187.96,Orthodox,1985-12-24,9,69,4,31,0,0,0.0,0,3.35,39,5.82,35,4.41,62,100,0.9
Khusein Askhabov,172.72,145.0,175.26,Orthodox,1995-02-13,23,96,1,4,0,0,0.0,0,2.0,26,4.13,56,0.0,0,66,0.0
Scott Askham,190.5,185.0,190.5,Southpaw,1988-05-20,14,78,4,22,0,0,0.0,0,3.03,46,3.52,52,0.44,18,65,0.7
Ben Askren,180.34,170.0,185.42,Orthodox,1984-07-18,19,86,2,9,0,0,1.0,5,3.64,49,5.66,36,4.33,55,0,0.9
Ibo Aslan,190.5,205.0,195.58,Orthodox,1996-04-23,14,93,1,7,0,0,0.0,0,8.34,50,4.34,64,0.0,0,100,0.0
Tom Aspinall,195.58,256.0,198.12,Orthodox,1993-04-11,15,83,3,17,0,0,0.0,0,8.07,67,2.89,65,3.27,100,100,1.6
Bruno Assis,187.96,185.0,,Orthodox,1992-05-23,8,67,4,33,0,0,0.0,0,1.27,43,3.2,36,2.0,50,66,1.0
Junior Assuncao,175.26,145.0,182.88,Orthodox,1981-06-24,16,73,6,27,0,0,0.0,0,3.31,62,2.06,44,2.43,24,66,0.7
Raphael Assuncao,165.1,135.0,167.64,Orthodox,1982-07-19,28,74,10,26,0,0,0.0,0,3.22,42,2.5,66,1.65,39,78,0.2
Michael Aswell,172.72,145.0,175.26,Orthodox,2000-09-27,9,82,2,18,0,0,0.0,0,10.33,50,6.8,52,0.0,0,57,0.0
Bazigit Atajev,185.42,230.0,,Orthodox,,17,94,1,6,0,0,0.0,0,0.87,41,3.14,49,1.0,33,0,0.0
Rich Attonito,177.8,170.0,182.88,Orthodox,1977-06-16,10,67,5,33,0,0,0.0,0,2.28,47,2.13,59,0.74,37,75,0.0
Olivier Aubin-Mercier,175.26,155.0,177.8,Southpaw,1989-02-23,11,69,5,31,0,0,0.0,0,2.48,51,2.97,55,2.36,33,70,0.5
Pat Audinwood,182.88,155.0,,Orthodox,1986-04-16,11,79,2,14,1,7,0.0,0,1.17,12,4.31,41,0.8,50,0,0.0
Jose Augusto,190.5,251.0,,,1992-03-28,6,67,2,22,0,0,1.0,11,0.0,0,0.0,0,0.0,0,0,0.0
Marcus Aurelio,177.8,155.0,187.96,Orthodox,1973-08-18,22,69,10,31,0,0,0.0,0,1.42,33,2.27,59,1.69,27,27,1.3
David Avellan,175.26,185.0,,Orthodox,,2,67,1,33,0,0,0.0,0,3.33,25,10.0,57,0.0,0,0,0.0
Blas Avena,182.88,170.0,187.96,Orthodox,1983-06-30,8,50,7,44,0,0,1.0,6,2.34,47,3.36,43,2.37,80,50,1.8
Levi Avera,185.42,170.0,,,1982-05-17,18,55,15,45,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Anthony Avila,170.18,145.0,,,1988-12-29,13,72,5,28,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Chris Avila,177.8,145.0,,Orthodox,1993-01-16,5,56,4,44,0,0,0.0,0,2.37,30,4.17,48,0.0,0,46,0.0
Julia Avila,170.18,135.0,172.72,Orthodox,1988-05-11,9,69,4,31,0,0,0.0,0,2.81,42,3.28,55,0.63,37,52,0.2
Saad Awad,180.34,155.0,,,1983-06-07,20,69,9,31,0,0,0.0,0,2.13,26,1.87,60,0.5,16,100,0.5
Javy Ayala,185.42,265.0,,,1988-08-20,10,67,5,33,0,0,0.0,0,0.83,25,5.0,33,0.0,0,0,0.0
Jessin Ayari,182.88,155.0,185.42,Orthodox,1992-05-31,16,73,6,27,0,0,0.0,0,3.53,37,3.59,58,0.0,0,50,0.3
Abu Azaitar,175.26,185.0,193.04,Orthodox,1986-03-10,14,74,4,21,1,5,0.0,0,4.38,43,4.32,51,1.0,37,42,0.0
Ottman Azaitar,172.72,155.0,180.34,Switch,1990-02-20,13,81,3,19,0,0,0.0,0,4.43,44,4.11,52,0.0,0,100,0.0
Luiz Azeredo,175.26,154.0,,Orthodox,1976-06-10,15,60,10,40,0,0,0.0,0,2.16,39,2.76,57,1.07,50,45,0.3
Luciano Azevedo,190.5,161.0,,Orthodox,1981-06-25,17,63,9,33,1,4,0.0,0,0.76,45,1.97,27,2.28,11,0,0.0
Hunter Azure,172.72,145.0,175.26,Orthodox,1992-03-02,9,82,2,18,0,0,0.0,0,3.92,53,2.08,58,1.97,34,67,1.3
Niklas Backstrom,185.42,145.0,,Orthodox,1989-08-22,11,73,3,20,0,0,1.0,7,1.12,41,3.65,40,2.92,80,72,2.2
Seth Baczynski,190.5,170.0,190.5,Orthodox,1981-10-26,20,59,14,41,0,0,0.0,0,3.08,31,3.14,51,0.89,16,48,0.8
Abdul Azeem Badakhshi,,145.0,,,,13,81,3,19,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Ryan Bader,187.96,205.0,187.96,Orthodox,1983-06-07,23,82,5,18,0,0,0.0,0,2.82,43,1.39,71,3.37,44,80,0.4
Izabela Badurek,165.1,115.0,,Orthodox,1991-07-11,6,67,3,33,0,0,0.0,0,3.74,71,4.9,32,1.75,12,100,0.0
Miguel Baeza,187.96,170.0,187.96,Orthodox,1992-08-23,10,71,4,29,0,0,0.0,0,4.09,49,5.92,46,0.36,22,54,2.0
Ali Bagautinov,162.56,125.0,165.1,Orthodox,1985-06-10,15,71,6,29,0,0,0.0,0,2.85,42,3.09,52,2.51,36,65,0.3
Mehdi Baghdad,185.42,155.0,,Orthodox,1985-04-13,11,69,5,31,0,0,0.0,0,3.13,30,4.56,46,0.0,0,33,0.0
Melsik Baghdasaryan,175.26,145.0,177.8,Southpaw,1992-01-28,8,80,2,20,0,0,0.0,0,5.28,61,3.06,58,0.0,0,72,0.0
Siyar Bahadurzada,180.34,170.0,185.42,Orthodox,1984-04-17,24,73,8,24,1,3,0.0,0,2.91,40,3.23,49,1.32,61,62,0.3
Ignacio Bahamondes,190.5,155.0,190.5,Orthodox,1997-08-27,16,76,5,24,0,0,0.0,0,7.17,47,4.41,57,0.0,0,85,0.3
Bahatebole Batebolati,172.72,170.0,180.34,Southpaw,1997-09-12,10,83,1,8,1,8,0.0,0,4.02,45,4.83,61,1.34,66,100,0.0
Shamar Bailey,175.26,155.0,190.5,Southpaw,1982-09-22,16,59,11,41,0,0,0.0,0,1.56,20,3.91,69,1.5,33,37,0.0
Jordan Bailey,175.26,145.0,,,,6,67,3,33,0,0,0.0,0,1.74,40,0.29,0,4.35,100,0,4.3
Scott Baker,182.88,210.0,,,,1,50,1,50,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Bryan Baker,190.5,185.0,,Orthodox,1985-10-13,18,78,5,22,0,0,0.0,0,1.78,52,2.83,45,0.44,50,37,0.9
Jin Bala,175.26,155.0,,,,23,88,3,12,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Balajin,175.26,145.0,182.88,Orthodox,1992-03-31,23,85,4,15,0,0,0.0,0,1.4,33,2.73,50,2.0,20,66,0.0
Oluwale Bamgbose,180.34,185.0,198.12,Switch,1987-08-04,6,60,4,40,0,0,0.0,0,2.45,48,2.7,55,0.94,33,37,0.0
Stephen Banaszak,182.88,145.0,,,1990-12-07,5,50,5,50,0,0,0.0,0,4.2,47,1.15,66,0.0,0,100,1.9
Marcin Bandel,177.8,155.0,,Orthodox,1989-10-10,15,68,7,32,0,0,0.0,0,0.79,50,5.26,23,0.0,0,0,0.0
Humberto Bandenay,180.34,145.0,180.34,Southpaw,1994-09-04,14,64,7,32,0,0,1.0,5,2.22,41,4.79,41,2.9,46,62,0.5
Tae Hyun Bang,175.26,155.0,180.34,Switch,1983-04-15,18,64,10,36,0,0,0.0,0,2.72,38,2.07,66,0.49,33,57,0.5
Yohan Banks,,,,,,2,67,1,33,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Shauna Bannon,165.1,115.0,165.1,Switch,1993-10-23,6,86,1,14,0,0,0.0,0,4.37,41,3.77,42,0.0,0,42,0.0
Antonio Banuelos,165.1,135.0,160.02,Orthodox,1979-09-23,20,62,11,34,1,3,0.0,0,2.69,33,3.15,58,1.62,62,86,0.4
Renan Barao,167.64,145.0,177.8,Orthodox,1987-01-31,34,77,9,20,0,0,1.0,2,3.78,36,3.9,57,1.49,41,91,0.5
Junior Barata,177.8,170.0,,Orthodox,1982-01-25,9,69,3,23,1,8,0.0,0,4.03,33,8.46,34,0.0,0,0,0.0
Maycee Barber,165.1,125.0,165.1,Switch,1998-05-18,14,88,2,12,0,0,0.0,0,4.7,53,2.9,54,1.44,43,53,0.1
Bryan Barberena,182.88,185.0,182.88,Southpaw,1989-05-03,18,60,12,40,0,0,0.0,0,5.35,48,4.59,44,0.13,22,50,0.3
Dione Barbosa,167.64,125.0,167.64,Orthodox,1992-05-08,7,70,3,30,0,0,0.0,0,1.85,48,2.49,66,1.73,28,42,2.2
Edson Barboza,180.34,145.0,190.5,Orthodox,1986-01-21,24,67,12,33,0,0,0.0,0,4.11,44,4.65,56,0.45,50,72,0.1
Raoni Barcelos,170.18,135.0,170.18,Orthodox,1987-05-01,19,79,5,21,0,0,0.0,0,5.11,53,4.64,60,2.46,37,82,0.7
Daniel Barez,167.64,125.0,167.64,Orthodox,1988-12-10,17,74,6,26,0,0,0.0,0,4.1,52,5.05,57,2.24,31,92,0.9
Danny Barlow,187.96,170.0,200.66,Southpaw,1995-08-02,9,100,0,0,0,0,0.0,0,5.72,50,3.48,52,0.0,0,100,0.0
Luke Barnatt,198.12,185.0,195.58,Orthodox,1988-04-13,13,76,4,24,0,0,0.0,0,4.43,36,3.87,59,0.63,42,63,0.4
James Barnes,172.72,135.0,180.34,Orthodox,1982-05-28,14,74,5,26,0,0,0.0,0,0.57,34,3.02,39,1.08,16,40,0.0
Nick Barnes,180.34,170.0,,,,11,85,2,15,0,0,0.0,0,2.86,29,8.93,51,5.36,100,100,5.4
Shonte Barnes,180.34,185.0,193.04,Southpaw,1987-02-09,6,67,2,22,1,11,0.0,0,2.32,38,1.55,67,0.0,0,60,0.0
Josh Barnett,190.5,250.0,198.12,Orthodox,1977-11-10,35,81,8,19,0,0,0.0,0,3.2,50,2.11,57,1.26,55,55,1.4
Chris Barnett,175.26,265.0,190.5,Orthodox,1986-06-14,23,72,9,28,0,0,0.0,0,4.21,47,6.53,39,0.0,0,33,0.0
Chris Barnhizer,,,,,,2,40,3,60,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
David Baron,167.64,155.0,,Switch,1973-02-15,17,77,4,18,1,5,0.0,0,1.17,30,2.1,56,0.0,0,14,0.7
Phil Baroni,175.26,170.0,182.88,Orthodox,1976-04-16,15,45,18,55,0,0,0.0,0,2.77,45,3.93,40,1.46,47,60,0.5
Dan Barrera,175.26,170.0,,Orthodox,1980-12-23,3,75,1,25,0,0,0.0,0,0.8,70,1.2,28,1.0,8,0,0.0
Carlos Barreto,193.04,230.0,,Orthodox,,14,61,9,39,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Jose Barreto,,185.0,,Southpaw,,0,0,1,100,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Peter Barrett,177.8,145.0,185.42,Southpaw,1986-08-10,11,69,5,31,0,0,0.0,0,4.18,61,4.32,42,1.39,22,66,0.0
Marc-Andre Barriault,185.42,185.0,187.96,Orthodox,1990-02-18,16,62,9,35,0,0,1.0,4,5.98,47,5.58,52,0.21,25,67,0.1
David Barrios,167.64,145.0,,,,4,33,8,67,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Alexandre Barros,175.26,170.0,,Southpaw,1976-11-19,22,67,11,33,0,0,0.0,0,0.98,40,4.05,36,1.84,50,100,0.0
Ricardo Barros,185.42,205.0,,,1976-03-22,2,50,2,50,0,0,0.0,0,0.0,0,8.22,31,0.0,0,100,0.0
Francimar Barroso,185.42,205.0,190.5,Orthodox,1980-02-28,19,70,7,26,0,0,1.0,4,2.77,52,3.07,59,2.22,24,83,0.0
Pat Barry,180.34,235.0,187.96,Orthodox,1979-07-07,8,53,7,47,0,0,0.0,0,2.72,52,3.54,59,0.0,0,76,0.2
Dean Barry,177.8,170.0,182.88,Orthodox,1992-07-03,4,67,2,33,0,0,0.0,0,9.31,40,4.66,51,0.0,0,100,0.0
Enrique Barzola,170.18,145.0,177.8,Orthodox,1989-04-28,17,71,5,21,2,8,0.0,0,3.91,41,2.97,68,4.2,45,66,0.3
Javid Basharat,175.26,135.0,175.26,Orthodox,1995-09-07,14,88,1,6,0,0,1.0,6,5.42,53,2.97,62,1.7,40,85,0.2
Farid Basharat,172.72,135.0,180.34,Orthodox,1997-08-02,13,100,0,0,0,0,0.0,0,4.36,55,2.57,59,3.97,44,80,0.5
Austin Bashi,167.64,145.0,177.8,Orthodox,2001-09-29,13,93,1,7,0,0,0.0,0,1.94,48,2.71,46,8.39,39,62,1.3
Stephen Bass,175.26,145.0,,Orthodox,1982-11-14,11,85,2,15,0,0,0.0,0,4.87,52,5.87,55,0.0,0,0,0.0
Sean Bassett,,155.0,,,,0,0,4,100,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Ryan Bastianelli,165.1,135.0,,,,6,43,7,50,0,0,1.0,7,0.0,0,0.0,0,0.0,0,0,0.0
Shayna Baszler,170.18,135.0,,Orthodox,1980-08-08,15,58,11,42,0,0,0.0,0,2.49,30,6.36,51,0.67,18,44,1.3
Michel Batista,190.5,260.0,,Orthodox,1984-04-20,4,67,1,17,0,0,1.0,17,0.0,0,4.03,40,6.72,50,0,0.0
Bryan Battle,185.42,170.0,195.58,Orthodox,1994-09-21,13,81,2,12,0,0,1.0,6,5.12,52,4.11,44,0.77,17,53,0.4
Alan Baudot,190.5,243.0,200.66,Orthodox,1988-02-01,8,62,3,23,0,0,2.0,15,5.36,58,4.82,46,0.0,0,62,0.0
Mario Bautista,175.26,135.0,175.26,Switch,1993-07-01,15,88,2,12,0,0,0.0,0,5.33,47,3.91,54,1.92,33,66,0.9
Chris Beal,170.18,125.0,175.26,Orthodox,1985-08-06,10,67,5,33,0,0,0.0,0,3.45,35,3.18,61,1.6,58,78,0.2
Donovan Beard,187.96,185.0,198.12,Orthodox,1989-11-05,7,78,2,22,0,0,0.0,0,0.0,0,5.77,28,0.0,0,0,0.0
Rudy Bears,180.34,170.0,,Southpaw,,16,52,15,48,0,0,0.0,0,1.27,29,2.53,50,0.0,0,0,0.0
Salvador Becerra,175.26,155.0,,,,5,71,2,29,0,0,0.0,0,4.57,31,3.83,58,0.0,0,66,0.0
Ariel Beck,167.64,125.0,167.64,Southpaw,1990-09-16,4,44,5,56,0,0,0.0,0,4.44,34,4.31,64,0.0,0,0,0.0
Jeff Bedard,167.64,145.0,,Orthodox,1970-02-06,13,81,3,19,0,0,0.0,0,0.8,51,0.0,100,3.43,66,100,2.6
Eric Bedard,187.96,239.0,,,1984-09-11,6,46,7,54,0,0,0.0,0,6.37,35,8.54,52,0.0,0,0,0.0
Johnny Bedford,177.8,135.0,180.34,Orthodox,1983-01-06,21,58,13,36,1,3,1.0,3,4.53,50,1.75,63,1.83,62,62,0.0
Rolando Bedoya,180.34,155.0,187.96,Orthodox,1997-01-13,14,78,4,22,0,0,0.0,0,7.29,49,6.38,52,0.0,0,33,0.0
Chase Beebe,170.18,135.0,170.18,Orthodox,1985-03-29,24,63,13,34,1,3,0.0,0,2.17,38,1.64,69,2.49,42,41,0.9
Lyle Beerbohm,177.8,155.0,,Southpaw,1979-02-05,24,89,3,11,0,0,0.0,0,1.98,55,1.61,54,2.1,23,64,0.3
Allan Begosso,165.1,135.0,167.64,Orthodox,1995-11-23,7,70,2,20,1,10,0.0,0,1.8,40,7.73,34,0.0,0,25,2.0
Azamat Bekoev,182.88,185.0,182.88,Orthodox,1995-12-30,19,86,3,14,0,0,0.0,0,6.85,80,4.24,45,4.89,50,0,0.0
Mirsad Bektic,172.72,145.0,177.8,Orthodox,1991-02-16,13,76,4,24,0,0,0.0,0,2.43,41,1.8,57,3.98,52,92,0.4
Diana Belbita,170.18,115.0,172.72,Orthodox,1996-06-26,15,62,9,38,0,0,0.0,0,6.54,42,6.55,51,0.91,62,65,0.0
Alan Belcher,187.96,185.0,190.5,Orthodox,1984-04-24,18,69,8,31,0,0,0.0,0,2.7,41,3.1,59,0.44,26,55,0.9
Vitor Belfort,182.88,185.0,187.96,Southpaw,1977-04-01,26,63,14,34,0,0,1.0,2,1.59,46,2.83,50,1.02,60,53,0.6
Yousri Belgaroui,195.58,185.0,200.66,Orthodox,1992-06-02,8,73,3,27,0,0,0.0,0,4.43,60,2.65,57,0.0,0,81,0.0
Rodolfo Bellato,190.5,205.0,195.58,Orthodox,1996-02-05,12,80,2,13,1,7,0.0,0,6.28,62,6.31,46,1.06,30,100,0.3
Danilo Belluardo,182.88,155.0,187.96,Southpaw,1994-07-21,12,71,5,29,0,0,0.0,0,1.52,61,4.79,41,3.5,100,50,0.0
Joey Beltran,185.42,185.0,190.5,Orthodox,1981-12-08,17,53,14,44,0,0,1.0,3,4.92,36,5.27,54,0.48,18,75,0.0
Marco Beltran,172.72,125.0,175.26,Orthodox,1986-05-18,8,57,6,43,0,0,0.0,0,2.07,37,1.93,63,0.7,50,46,0.2
Joseph Benavidez,162.56,125.0,165.1,Southpaw,1984-07-31,28,78,8,22,0,0,0.0,0,3.52,34,2.67,61,1.41,30,62,0.6
Mike Bencic,182.88,215.0,,Orthodox,,1,33,2,67,0,0,0.0,0,0.0,0,3.32,53,0.0,0,0,0.0
Dave Beneteau,187.96,250.0,,Orthodox,,6,50,5,42,1,8,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Karla Benitez,160.02,113.0,,,,14,52,11,41,1,4,1.0,4,0.0,0,2.4,57,0.0,0,100,0.0
Gabriel Benitez,172.72,155.0,180.34,Southpaw,1988-06-15,23,64,13,36,0,0,0.0,0,5.26,41,4.49,63,0.22,50,55,0.9
Charles Bennett,172.72,155.0,,Orthodox,1979-11-23,30,46,33,51,2,3,0.0,0,1.39,39,1.35,64,2.02,100,36,2.0
Josh Bennett,193.04,259.0,,Orthodox,,11,44,14,56,0,0,0.0,0,2.9,40,5.8,43,1.5,100,100,0.0
DeAnna Bennett,162.56,125.0,172.72,Orthodox,1984-11-18,8,67,3,25,1,8,0.0,0,3.13,58,3.27,58,0.0,0,0,1.0
Benjamin Bennett,182.88,170.0,185.42,Switch,1994-05-08,7,88,1,12,0,0,0.0,0,4.53,54,4.53,65,6.0,60,0,0.0
Lance Benoist,180.34,170.0,182.88,Southpaw,1988-08-26,7,78,2,22,0,0,0.0,0,3.68,51,2.7,56,1.5,33,61,0.0
Joe Benoit,175.26,170.0,,Orthodox,1982-03-12,11,73,4,27,0,0,0.0,0,0.0,0,0.0,100,0.0,0,0,0.0
Ryan Benoit,165.1,125.0,172.72,Orthodox,1989-08-25,10,56,8,44,0,0,0.0,0,2.88,39,3.65,58,0.28,22,72,0.4
Pat Benson,175.26,155.0,,,,3,27,5,45,3,27,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Len Bentley,175.26,155.0,,,1982-11-30,10,62,6,38,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Steve Berger,180.34,170.0,,Orthodox,1973-05-20,21,45,23,49,2,4,1.0,2,1.0,27,3.26,36,0.84,40,16,1.7
Kenneth Bergh,187.96,205.0,187.96,Orthodox,1989-06-26,8,89,0,0,0,0,1.0,11,4.56,75,1.27,28,0.0,0,0,0.0
Bret Bergmark,175.26,170.0,,,1973-11-24,6,75,1,12,1,12,0.0,0,2.78,52,2.78,37,4.17,100,50,4.2
Keith Berish,182.88,205.0,,Orthodox,1985-11-14,5,71,1,14,0,0,1.0,14,3.58,36,4.81,62,1.76,40,0,0.0
Dennis Bermudez,167.64,155.0,167.64,Orthodox,1986-12-13,17,65,9,35,0,0,0.0,0,4.42,46,3.07,59,3.89,40,82,1.1
Manny Bermudez,177.8,145.0,180.34,Orthodox,1994-07-16,14,88,2,12,0,0,0.0,0,2.92,61,2.68,46,3.06,54,0,3.1
Talita Bernardo,162.56,135.0,172.72,Orthodox,1987-03-04,6,60,4,40,0,0,0.0,0,3.12,42,4.04,55,1.62,22,28,0.5
Dave Berry,,,,,,0,0,1,100,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Keith Berry,185.42,185.0,,,1987-10-25,15,48,14,45,1,3,1.0,3,0.27,12,6.27,28,0.0,0,0,0.0
Dieusel Berto,175.26,200.0,,,,0,0,3,100,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Edson Berto,167.64,155.0,,Orthodox,1983-07-05,17,57,12,40,1,3,0.0,0,1.76,36,4.62,47,5.47,40,0,2.7
Allen Berube,172.72,155.0,,Orthodox,1974-08-25,4,57,3,43,0,0,0.0,0,0.92,80,0.92,33,6.87,100,0,3.4
Anton Berzin,187.96,205.0,,Orthodox,1989-09-29,5,83,1,17,0,0,0.0,0,4.4,46,6.8,67,2.0,28,0,1.0
Scott Bessac,193.04,245.0,,,,4,40,6,60,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Matt Bessette,177.8,145.0,177.8,Orthodox,1984-12-28,22,69,9,28,0,0,1.0,3,4.36,41,4.45,58,0.64,28,61,0.3
Khadzhi Bestaev,198.12,185.0,193.04,,1988-07-16,10,71,4,29,0,0,0.0,0,6.15,29,10.0,43,0.0,0,0,0.0
Fernando Bettega,,170.0,,,1980-03-10,7,58,5,42,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Arjan Bhullar,185.42,245.0,190.5,Orthodox,1986-05-13,9,90,1,10,0,0,0.0,0,2.33,56,3.25,59,1.73,75,100,0.0
KB Bhullar,193.04,185.0,198.12,Switch,1991-10-12,8,80,2,20,0,0,0.0,0,4.31,49,5.39,45,0.0,0,0,0.0
Bibulatov Magomed,165.1,125.0,165.1,Orthodox,1988-08-22,14,88,2,12,0,0,0.0,0,3.6,51,1.83,52,2.85,40,75,0.0
David Bielkheden,177.8,155.0,180.34,Orthodox,1979-06-06,24,67,12,33,0,0,0.0,0,1.11,57,1.64,54,2.65,63,14,0.0
Blake Bilder,172.72,145.0,172.72,Switch,1990-07-12,8,73,2,18,1,9,0.0,0,3.81,48,4.15,53,0.31,7,71,0.6
Jonas Bilharinho,180.34,145.0,190.5,Switch,1990-05-22,9,82,1,9,1,9,0.0,0,3.71,60,3.36,57,0.0,0,100,0.0
Jeremiah Billington,175.26,205.0,,Orthodox,1977-11-14,11,85,2,15,0,0,0.0,0,1.6,62,7.06,35,0.0,0,50,0.0
Scott Bills,177.8,170.0,,,,7,41,9,53,1,6,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Anthony Birchak,172.72,135.0,175.26,Orthodox,1986-05-16,16,67,8,33,0,0,0.0,0,3.93,36,3.67,56,0.48,14,61,0.5
Chris Birchler,190.5,205.0,,Switch,1987-06-05,7,64,4,36,0,0,0.0,0,9.35,46,14.83,35,0.0,0,0,0.0
Angad Bisht,170.18,125.0,170.18,Orthodox,1995-06-05,10,77,3,23,0,0,0.0,0,3.91,51,4.56,33,2.41,37,100,0.0
Michael Bisping,185.42,185.0,190.5,Orthodox,1979-02-28,30,77,9,23,0,0,0.0,0,4.33,38,2.71,65,1.05,43,63,0.3
Amaury Bitetti,175.26,185.0,,Orthodox,,5,71,2,29,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Caio Bittencourt,182.88,185.0,190.5,Orthodox,1991-05-22,14,67,7,33,0,0,0.0,0,0.29,16,0.57,33,0.0,0,0,0.0
Davi Bittencourt,165.1,135.0,165.1,Orthodox,1994-10-12,14,78,4,22,0,0,0.0,0,4.15,66,1.51,46,14.15,33,0,0.0
Simon Biyong,,205.0,,,1991-04-05,7,88,1,12,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Jan Blachowicz,187.96,205.0,198.12,Orthodox,1983-02-24,29,72,10,25,1,2,0.0,0,3.41,50,2.91,53,1.09,50,68,0.3
Jason Black,172.72,155.0,,Orthodox,1972-07-15,23,82,4,14,1,4,0.0,0,1.06,47,2.6,45,0.48,33,28,6.2
Brad Blackburn,177.8,170.0,185.42,Orthodox,1977-05-25,18,55,13,39,1,3,1.0,3,4.55,35,3.59,65,0.93,50,76,0.7
Jason Blackford,,,,,,3,50,3,50,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Tom Blackledge,,205.0,,Orthodox,,10,59,7,41,0,0,0.0,0,2.91,61,2.55,46,0.0,0,75,0.0
Sherrard Blackledge,180.34,155.0,190.5,Orthodox,1993-08-16,5,83,1,17,0,0,0.0,0,3.7,49,3.13,55,4.0,33,42,0.0
Da'Mon Blackshear,177.8,135.0,182.88,Switch,1994-08-12,15,65,7,30,1,4,0.0,0,4.3,47,4.06,49,2.17,37,68,1.4
Chasen Blair,177.8,155.0,180.34,Orthodox,1998-10-14,6,67,3,33,0,0,0.0,0,5.27,39,5.27,59,0.0,0,100,0.0
Erin Blanchfield,162.56,125.0,167.64,Orthodox,1999-05-04,13,87,2,13,0,0,0.0,0,5.24,44,4.21,59,1.86,31,80,0.8
Maximo Blanco,172.72,145.0,180.34,Orthodox,1983-10-16,12,55,8,36,1,5,1.0,5,4.11,44,3.19,66,1.85,36,63,0.3
David Blanco,170.18,145.0,,,,2,100,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Curtis Blaydes,193.04,265.0,203.2,Orthodox,1991-02-18,18,75,5,21,0,0,1.0,4,3.54,50,1.91,58,5.69,53,31,0.0
Tereza Bleda,175.26,125.0,180.34,Orthodox,2001-11-30,7,88,1,12,0,0,0.0,0,3.02,53,1.86,46,1.81,27,83,0.7
Arlene Blencowe,165.1,145.0,,,1983-04-11,9,60,6,40,0,0,0.0,0,2.31,43,2.1,43,0.0,0,55,0.6
Byron Bloodworth,172.72,135.0,,Orthodox,1983-08-16,6,67,3,33,0,0,0.0,0,1.82,28,5.18,50,0.0,0,0,0.0
Dashawn Boatwright,182.88,205.0,,Orthodox,1988-02-29,3,75,1,25,0,0,0.0,0,0.0,0,52.5,12,0.0,0,0,0.0
Dan Bobish,187.96,345.0,,Southpaw,1970-01-26,17,65,9,35,0,0,0.0,0,2.06,44,1.74,34,2.44,42,0,1.6
Mark Bocek,172.72,155.0,190.5,Orthodox,1981-10-24,12,71,5,29,0,0,0.0,0,2.34,43,2.32,60,3.65,36,31,1.3
Kyle Bochniak,170.18,145.0,177.8,Orthodox,1987-02-05,8,62,5,38,0,0,0.0,0,2.63,31,5.11,58,1.14,15,62,0.0
James Bochnovic,193.04,205.0,205.74,Orthodox,1989-02-13,8,73,3,27,0,0,0.0,0,0.65,26,3.64,21,0.0,0,0,0.0
Jeremy Boczulak,,,,,,0,0,2,100,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0
Tim Boetsch,182.88,185.0,187.96,Orthodox,1981-01-28,21,62,13,38,0,0,0.0,0,2.93,50,2.9,57,1.45,34,59,0.8
